lat,lon,ssh_m,sla_m,adt_m,source,date
37.3125,-76.6875,0.1885,0.276,0.1885,CMEMS_ALT,2026-08-13
37.3125,-76.5625,0.1741,0.2668,0.1741,CMEMS_ALT,2026-08-13
37.3125,-76.4375,0.1491,0.25,0.1491,CMEMS_ALT,2026-08-13
37.3125,-76.3125,0.1498,0.2246,0.1498,CMEMS_ALT,2026-08-13
37.3125,-76.1875,0.1144,0.1905,0.1144,CMEMS_ALT,2026-08-13
37.3125,-76.0625,0.0456,0.1492,0.0456,CMEMS_ALT,2026-08-13
37.3125,-75.9375,-0.0079,0.1033,-0.0079,CMEMS_ALT,2026-08-13
37.3125,-75.8125,-0.044,0.0573,-0.044,CMEMS_ALT,2026-08-13
37.3125,-75.6875,-0.1187,0.0162,-0.1187,CMEMS_ALT,2026-08-13
37.3125,-75.5625,-0.1314,-0.0146,-0.1314,CMEMS_ALT,2026-08-13
37.3125,-75.4375,-0.1671,-0.0305,-0.1671,CMEMS_ALT,2026-08-13
37.3125,-75.3125,-0.1956,-0.0293,-0.1956,CMEMS_ALT,2026-08-13
37.3125,-75.1875,-0.1712,-0.0121,-0.1712,CMEMS_ALT,2026-08-13
37.3125,-75.0625,-0.1548,0.017,-0.1548,CMEMS_ALT,2026-08-13
37.3125,-74.9375,-0.127,0.0521,-0.127,CMEMS_ALT,2026-08-13
37.3125,-74.8125,-0.0999,0.0877,-0.0999,CMEMS_ALT,2026-08-13
37.3125,-74.6875,-0.0822,0.1192,-0.0822,CMEMS_ALT,2026-08-13
37.3125,-74.5625,-0.0778,0.1444,-0.0778,CMEMS_ALT,2026-08-13
37.3125,-74.4375,-0.0753,0.1628,-0.0753,CMEMS_ALT,2026-08-13
37.3125,-74.3125,-0.0802,0.1753,-0.0802,CMEMS_ALT,2026-08-13
37.3125,-74.1875,-0.0854,0.1835,-0.0854,CMEMS_ALT,2026-08-13
37.3125,-74.0625,-0.0932,0.1888,-0.0932,CMEMS_ALT,2026-08-13
37.3125,-73.9375,-0.1025,0.1921,-0.1025,CMEMS_ALT,2026-08-13
37.3125,-73.8125,-0.1102,0.1946,-0.1102,CMEMS_ALT,2026-08-13
37.3125,-73.6875,-0.1161,0.1973,-0.1161,CMEMS_ALT,2026-08-13
37.3125,-73.5625,-0.1205,0.2005,-0.1205,CMEMS_ALT,2026-08-13
37.3125,-73.4375,-0.1261,0.2021,-0.1261,CMEMS_ALT,2026-08-13
37.3125,-73.3125,-0.1316,0.1978,-0.1316,CMEMS_ALT,2026-08-13
37.3125,-73.1875,-0.1437,0.1837,-0.1437,CMEMS_ALT,2026-08-13
37.3125,-73.0625,-0.1591,0.1592,-0.1591,CMEMS_ALT,2026-08-13
37.3125,-72.9375,-0.1819,0.1288,-0.1819,CMEMS_ALT,2026-08-13
37.3125,-72.8125,-0.1793,0.1012,-0.1793,CMEMS_ALT,2026-08-13
37.3125,-72.6875,-0.1746,0.0858,-0.1746,CMEMS_ALT,2026-08-13
37.3125,-72.5625,-0.1447,0.0878,-0.1447,CMEMS_ALT,2026-08-13
37.3125,-72.4375,-0.094,0.106,-0.094,CMEMS_ALT,2026-08-13
37.3125,-72.3125,-0.0322,0.133,-0.0322,CMEMS_ALT,2026-08-13
37.3125,-72.1875,0.0254,0.1587,0.0254,CMEMS_ALT,2026-08-13
37.3125,-72.0625,0.0754,0.1745,0.0754,CMEMS_ALT,2026-08-13
37.3125,-71.9375,0.1117,0.1761,0.1117,CMEMS_ALT,2026-08-13
37.3125,-71.8125,0.1394,0.1642,0.1394,CMEMS_ALT,2026-08-13
37.3125,-71.6875,0.1557,0.1432,0.1557,CMEMS_ALT,2026-08-13
37.3125,-71.5625,0.1709,0.1192,0.1709,CMEMS_ALT,2026-08-13
37.3125,-71.4375,0.1898,0.0979,0.1898,CMEMS_ALT,2026-08-13
37.3125,-71.3125,0.2146,0.0828,0.2146,CMEMS_ALT,2026-08-13
37.3125,-71.1875,0.2495,0.0743,0.2495,CMEMS_ALT,2026-08-13
37.3125,-71.0625,0.2929,0.0727,0.2929,CMEMS_ALT,2026-08-13
37.3125,-70.9375,0.3438,0.0789,0.3438,CMEMS_ALT,2026-08-13
37.3125,-70.8125,0.4087,0.0937,0.4087,CMEMS_ALT,2026-08-13
37.3125,-70.6875,0.473,0.1149,0.473,CMEMS_ALT,2026-08-13
37.3125,-70.5625,0.5379,0.1352,0.5379,CMEMS_ALT,2026-08-13
37.3125,-70.4375,0.5859,0.1429,0.5859,CMEMS_ALT,2026-08-13
37.3125,-70.3125,0.6108,0.1281,0.6108,CMEMS_ALT,2026-08-13
37.3125,-70.1875,0.6049,0.0883,0.6049,CMEMS_ALT,2026-08-13
37.3125,-70.0625,0.5848,0.0298,0.5848,CMEMS_ALT,2026-08-13
37.3125,-69.9375,0.5525,-0.0364,0.5525,CMEMS_ALT,2026-08-13
37.3125,-69.8125,0.5149,-0.1011,0.5149,CMEMS_ALT,2026-08-13
37.3125,-69.6875,0.4817,-0.1621,0.4817,CMEMS_ALT,2026-08-13
37.3125,-69.5625,0.4428,-0.2246,0.4428,CMEMS_ALT,2026-08-13
37.3125,-69.4375,0.3901,-0.2956,0.3901,CMEMS_ALT,2026-08-13
37.3125,-69.3125,0.319,-0.3777,0.319,CMEMS_ALT,2026-08-13
37.3125,-69.1875,0.2372,-0.4644,0.2372,CMEMS_ALT,2026-08-13
37.3125,-69.0625,0.1586,-0.5425,0.1586,CMEMS_ALT,2026-08-13
