lat,lon,ssh_m,sla_m,adt_m,source,date
37.3125,-76.6875,0.1451,0.2326,0.1451,CMEMS_ALT,2026-07-15
37.3125,-76.5625,0.1293,0.222,0.1293,CMEMS_ALT,2026-07-15
37.3125,-76.4375,0.1043,0.2051,0.1043,CMEMS_ALT,2026-07-15
37.3125,-76.3125,0.1058,0.1806,0.1058,CMEMS_ALT,2026-07-15
37.3125,-76.1875,0.0732,0.1493,0.0732,CMEMS_ALT,2026-07-15
37.3125,-76.0625,0.0103,0.1139,0.0103,CMEMS_ALT,2026-07-15
37.3125,-75.9375,-0.0339,0.0773,-0.0339,CMEMS_ALT,2026-07-15
37.3125,-75.8125,-0.059,0.0423,-0.059,CMEMS_ALT,2026-07-15
37.3125,-75.6875,-0.1243,0.0106,-0.1243,CMEMS_ALT,2026-07-15
37.3125,-75.5625,-0.1329,-0.0161,-0.1329,CMEMS_ALT,2026-07-15
37.3125,-75.4375,-0.1725,-0.0359,-0.1725,CMEMS_ALT,2026-07-15
37.3125,-75.3125,-0.2133,-0.047,-0.2133,CMEMS_ALT,2026-07-15
37.3125,-75.1875,-0.2082,-0.0491,-0.2082,CMEMS_ALT,2026-07-15
37.3125,-75.0625,-0.2162,-0.0444,-0.2162,CMEMS_ALT,2026-07-15
37.3125,-74.9375,-0.2153,-0.0362,-0.2153,CMEMS_ALT,2026-07-15
37.3125,-74.8125,-0.2144,-0.0268,-0.2144,CMEMS_ALT,2026-07-15
37.3125,-74.6875,-0.2183,-0.0169,-0.2183,CMEMS_ALT,2026-07-15
37.3125,-74.5625,-0.2276,-0.0054,-0.2276,CMEMS_ALT,2026-07-15
37.3125,-74.4375,-0.2293,0.0088,-0.2293,CMEMS_ALT,2026-07-15
37.3125,-74.3125,-0.2293,0.0262,-0.2293,CMEMS_ALT,2026-07-15
37.3125,-74.1875,-0.2237,0.0452,-0.2237,CMEMS_ALT,2026-07-15
37.3125,-74.0625,-0.2183,0.0637,-0.2183,CMEMS_ALT,2026-07-15
37.3125,-73.9375,-0.2147,0.0799,-0.2147,CMEMS_ALT,2026-07-15
37.3125,-73.8125,-0.212,0.0928,-0.212,CMEMS_ALT,2026-07-15
37.3125,-73.6875,-0.2111,0.1023,-0.2111,CMEMS_ALT,2026-07-15
