lat,lon,ssh_m,sla_m,adt_m,source,date
26.0625,-81.9375,0.4005,0.1986,0.4005,CMEMS_ALT,2026-07-19
26.0625,-81.8125,0.3911,0.1885,0.3911,CMEMS_ALT,2026-07-19
26.0625,-81.6875,0.3621,0.1783,0.3621,CMEMS_ALT,2026-07-19
26.0625,-80.0625,0.1933,0.1145,0.1933,CMEMS_ALT,2026-07-19
26.0625,-79.9375,0.2906,0.1118,0.2906,CMEMS_ALT,2026-07-19
26.0625,-79.8125,0.4001,0.1145,0.4001,CMEMS_ALT,2026-07-19
26.0625,-79.6875,0.5327,0.1267,0.5327,CMEMS_ALT,2026-07-19
26.0625,-79.5625,0.6603,0.149,0.6603,CMEMS_ALT,2026-07-19
26.0625,-79.4375,0.7698,0.1766,0.7698,CMEMS_ALT,2026-07-19
26.0625,-79.3125,0.8407,0.2008,0.8407,CMEMS_ALT,2026-07-19
26.0625,-79.1875,0.8801,0.214,0.8801,CMEMS_ALT,2026-07-19
26.0625,-79.0625,0.8834,0.2136,0.8834,CMEMS_ALT,2026-07-19
26.0625,-78.9375,0.8622,0.203,0.8622,CMEMS_ALT,2026-07-19
26.0625,-78.8125,0.8319,0.1887,0.8319,CMEMS_ALT,2026-07-19
26.0625,-78.6875,0.8141,0.1775,0.8141,CMEMS_ALT,2026-07-19
26.0625,-78.5625,0.7985,0.1735,0.7985,CMEMS_ALT,2026-07-19
26.0625,-78.4375,0.7819,0.1775,0.7819,CMEMS_ALT,2026-07-19
26.0625,-78.3125,0.7801,0.1865,0.7801,CMEMS_ALT,2026-07-19
26.0625,-78.1875,0.796,0.1947,0.796,CMEMS_ALT,2026-07-19
26.0625,-78.0625,0.8122,0.1967,0.8122,CMEMS_ALT,2026-07-19
26.0625,-77.9375,0.8191,0.1905,0.8191,CMEMS_ALT,2026-07-19
26.0625,-77.8125,0.8203,0.1774,0.8203,CMEMS_ALT,2026-07-19
26.0625,-77.6875,0.8076,0.1615,0.8076,CMEMS_ALT,2026-07-19
26.0625,-77.5625,0.8106,0.1468,0.8106,CMEMS_ALT,2026-07-19
26.0625,-77.4375,0.7957,0.1355,0.7957,CMEMS_ALT,2026-07-19
26.0625,-77.3125,0.7877,0.1277,0.7877,CMEMS_ALT,2026-07-19
26.0625,-77.1875,0.7781,0.1216,0.7781,CMEMS_ALT,2026-07-19
26.0625,-77.0625,0.766,0.1144,0.766,CMEMS_ALT,2026-07-19
26.0625,-76.9375,0.7492,0.1041,0.7492,CMEMS_ALT,2026-07-19
